LicenseNbr,LicenseAppStatus,DoingBusinessAsName,LicExpirationDate,LicExpirationStatus,AddressFull,AddrStreetNo,AddrStreetDir,AddrStreetName,AddrStreetType,AddrUnit,PrimarilyRestaurant,RetailFoodEstab,RestaurantMobileCart,RestaurantMobileBase,RetailMobileCart,RetailMobileBase,FarmersMarket,RecDate,EstablishmentType,AddrCity,ESRI_OID
LICFDD-2022-00561,Under Review,Dobhan Aka(Ama),2022/06/30 05:00:00+00,Pending,"809 Williamson ST
Madison, WI 53703",809,,Williamson,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2724
LICFDD-2022-00563,Active,Piggly Wiggly #169,2023/06/30 05:00:00+00,Active,"421 W COTTAGE GROVE RD
VILLAGE OF COTTAGE GROVE, WI",421,W,COTTAGE GROVE,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,VILLAGE OF COTTAGE GROVE,2725
LICFDD-2022-00572,Under Review,Tropical Smoothie Cafe,2022/06/30 05:00:00+00,Pending,"3318 UNIVERSITY AVE
VILLAGE OF SHOREWOOD HILLS, WI 53705",3318,,UNIVERSITY,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,VILLAGE OF SHOREWOOD HILLS,2726
LICFDD-2022-00573,Under Review,Costco Wholesale #1121,2022/06/30 05:00:00+00,Pending,"1000 BATKER CT
CITY OF VERONA, WI 53593",1000,,BATKER,CT,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,CITY OF VERONA,2727
LICFDD-2022-00578,Active,Red Lion Zhu,2023/06/30 05:00:00+00,Active,"515 Cottage Grove RD
Madison, WI 53716",515,,Cottage Grove,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2728
LICFDD-2022-00584,Active,Sass,2023/06/30 05:00:00+00,Active,"10 W Mifflin ST 110
Madison, WI 53703",10,W,Mifflin,ST,110,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2729
LICFDD-2022-00591,Active,Sabores Fusion Grill,2023/06/30 05:00:00+00,Active,"449 State ST J
Madison, WI 53703",449,,State,ST,J,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2730
LICFDD-2022-00595,Active,Kozy Nuk Cafe,2023/06/30 05:00:00+00,Active,"214 W COTTAGE GROVE RD
COTTAGE GROVE, WI 53527",214,W,COTTAGE GROVE,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,COTTAGE GROVE,2731
LICFDD-2022-00596,Active,Destination Nutrition,2023/06/30 05:00:00+00,Active,"2 W MAIN ST
BELLEVILLE, WI 53508",2,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,BELLEVILLE,2732
LICFDD-2022-00597,Under Review,Fuki,2022/06/30 05:00:00+00,Pending,"2143 Zeier RD
Madison, WI 53704",2143,,Zeier,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2733
LICFDD-2022-00600,Active,Zippy Lube Coffee,2023/06/30 05:00:00+00,Active,"2013 N Sherman AVE
Madison, WI 53704",2013,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2734
LICFDD-2022-00608,Active,Rockdale Bar & Grill,2023/06/30 05:00:00+00,Active,"222 WATER ST
cambridge, WI 53523",222,,WATER,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,cambridge,2735
LICFDD-2022-00609,Active,The Turnkey,2023/06/30 05:00:00+00,Active,"1344 E Washington AVE
Madison, WI 53703",1344,E,Washington,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2736
LICFDD-2022-00614,Active,Mount Horeb Vfw Centennial Post 9511,2023/06/30 05:00:00+00,Active,"2787 ERBE RD
BLUE MOUNDS, WI 53517",2787,,ERBE,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,BLUE MOUNDS,2737
LICFDD-2022-00624,Active,Ancora Cafe + Bakery,2023/06/30 05:00:00+00,Active,"3256 UNIVERSITY AVE
MADISON, WI 53705",3256,,UNIVERSITY,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,2738
LICFDD-2022-00627,Active,Paddy's Patties,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2739
LICFDD-2022-00628,Active,Paddy's Patties,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,Madison,2740
LICFDD-2022-00629,Active,Jj Mart,2023/06/30 05:00:00+00,Active,"220 Cottage Grove RD
Madison, WI 53716",220,,Cottage Grove,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2741
LICFDD-2022-00631,Active,Madison Children's Museum,2023/06/30 05:00:00+00,Active,"100 N Hamilton ST
Madison, WI 53703",100,N,Hamilton,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2742
LICFDD-2022-00634,Under Review,Burger King,2022/06/30 05:00:00+00,Pending,"4876 COUNTY HIGHWAY V
DEFOREST, WI 53532",4876,,COUNTY HIGHWAY V,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,DEFOREST,2743
LICFDD-2022-00635,Under Review,Rise Baking Co,2022/06/30 05:00:00+00,Pending,"2021 Winnebago ST
Madison, WI 53704",2021,,Winnebago,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2744
LICFDD-2022-00636,Active,Zavalas Market And Taqueria,2023/06/30 05:00:00+00,Active,"805 S Gammon RD A
Madison, WI 53719",805,S,Gammon,RD,A,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2745
LICFDD-2022-00652,Active,Hoffman & Company,2023/06/30 05:00:00+00,Active,"1100 WILBURN RD
CITY OF SUN PRAIRIE, WI 53590",1100,,WILBURN,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,CITY OF SUN PRAIRIE,2746
LICFDD-2022-00656,Active,Subway,2023/06/30 05:00:00+00,Active,"5957 MCKEE RD
CITY OF FITCHBURG, WI 53719",5957,,MCKEE,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF FITCHBURG,2747
LICFDD-2022-00658,Active,Compadres Mexican Restaurant,2023/06/30 05:00:00+00,Active,"1914 AURORA ST
MIDDLETON, WI 53592",1914,,AURORA,ST,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,MIDDLETON,2748
LICFDD-2022-00660,Under Review,Taqueria Los Atlantes,2022/06/30 05:00:00+00,Pending,"300 S MAIN ST
CITY OF VERONA, WI 53575",300,S,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF VERONA,2749
LICFDD-2022-00662,Active,Foxboro Golf Club,2023/06/30 05:00:00+00,Active,"1020 CTY RD MM DR
OREGON, WI 53575",1020,,CTY RD MM,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,OREGON,2750
LICFDD-2022-00663,Active,Cold Stone Creamery,2023/06/30 05:00:00+00,Active,"1650 DEMING WAY
CITY OF MIDDLETON, WI 53562",1650,,DEMING,WAY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF MIDDLETON,2751
LICFDD-2022-00664,Active,Miggy's Bakes,2023/06/30 05:00:00+00,Active,"118 S Pinckney ST
Madison, WI 53703",118,S,Pinckney,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2752
LICFDD-2022-00667,Active,Appleberry Orchard,2023/06/30 05:00:00+00,Active,"8079 MAURER RD
CROSS PLAINS, WI 53528",8079,,MAURER,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,CROSS PLAINS,2753
LICFDD-2022-00668,Active,The Harmony Bar & Grill,2023/06/30 05:00:00+00,Active,"2201 Atwood AVE
Madison, WI 53704",2201,,Atwood,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2754
LICFDD-2022-00670,Active,El Chisme,2023/06/30 05:00:00+00,Active,"2862 University AVE
Madison, WI 53705",2862,,University,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2755
LICFDD-2022-00671,Active,El Chisme,2023/06/30 05:00:00+00,Active,"2862 University AVE
Madison, WI 53705",2862,,University,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,Madison,2756
LICFDD-2022-00672,Active,Iron Hop Taphouse,2023/06/30 05:00:00+00,Active,"10 BRODHEAD ST
VILLAGE OF MAZOMANIE, WI 53560",10,,BRODHEAD,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,VILLAGE OF MAZOMANIE,2757
LICFDD-2022-00674,Active,Aftershock Classic Arcade,2023/06/30 05:00:00+00,Active,"1444 E Washington AVE 102
Madison, WI 53703",1444,E,Washington,AVE,102,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2758
LICFDD-2022-00676,Active,Refuel Pantry- Cambridge,2023/06/30 05:00:00+00,Active,"281 W MAIN ST
CAMBRIDGE, WI 53523",281,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,CAMBRIDGE,2759
LICFDD-2022-00683,Active,Hot Pot 608,2023/06/30 05:00:00+00,Active,"2825 University AVE
Madison, WI 53705",2825,,University,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2760
LICFDD-2022-00685,Under Review,Hedge Meadow Herbs & Apothecary,2022/06/30 05:00:00+00,Pending,"25 BRODHEAD ST
MAZOMANIE, WI 53560",25,,BRODHEAD,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MAZOMANIE,2761
LICFDD-2022-00686,Active,Arbys,2023/06/30 05:00:00+00,Active,"4661 DALMORE RD
DEFOREST, WI 53532",4661,,DALMORE,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,DEFOREST,2762
LICFDD-2022-00689,Active,Renew Aire,2023/06/30 05:00:00+00,Active,"201 RAEMISCH RD
VILLAGE OF WAUNAKEE, WI 53597",201,,RAEMISCH,RD,,,,,,,,,2022/11/16 11:00:10+00,Establisment Type not defined,VILLAGE OF WAUNAKEE,2763
LICFDD-2022-00690,Active,Costco,2023/06/30 05:00:00+00,Active,"1000 BATKER CT
CITY OF VERONA, WI 53593",1000,,BATKER,CT,,,,,,,,,2022/11/16 11:00:10+00,Establisment Type not defined,CITY OF VERONA,2764
LICFDD-2022-00691,Active,Pitney Bowes,2023/06/30 05:00:00+00,Active,"1820 Wright ST
Madison, WI 53704",1820,,Wright,ST,,,,,,,,,2022/11/16 11:00:10+00,Establisment Type not defined,Madison,2765
LICFDD-2022-00692,Active,B & G Foods,2023/06/30 05:00:00+00,Active,"430 INDUSTRIAL CIR
CITY OF STOUGHTON, WI",430,,INDUSTRIAL,CIR,,,,,,,,,2022/11/16 11:00:10+00,Establisment Type not defined,CITY OF STOUGHTON,2766
LICFDD-2022-00693,Active,Arod's Tex Mex And American Grill,2023/06/30 05:00:00+00,Active,"4656 Cottage Grove RD
Madison, WI 53716",4656,,Cottage Grove,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2767
LICFDD-2022-00697,Under Review,La Capital Products Llc,2022/06/30 05:00:00+00,Pending,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Base,Madison,2768
LICFDD-2022-00698,Under Review,La Capital Products Llc,2022/06/30 05:00:00+00,Pending,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,Madison,2769
LICFDD-2022-00699,Active,Kona Ice Of Monona,2023/06/30 05:00:00+00,Active,"296 INVESTMENT CT
CITY OF VERONA, WI 53593",296,,INVESTMENT,CT,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,CITY OF VERONA,2770
LICFDD-2022-00703,Active,Kona Ice Of Monona,2023/06/30 05:00:00+00,Active,"296 INVESTMENT CT
VERONA, WI 53593",296,,INVESTMENT,CT,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Base,VERONA,2771
LICFDD-2022-00704,Active,Table Wine,2023/06/30 05:00:00+00,Active,"2301 Atwood AVE
Madison, WI 53704",2301,,Atwood,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2772
LICFDD-2022-00708,Under Review,Deforest Food Court - A&w + Rocky Rococo,2022/06/30 05:00:00+00,Pending,"4905 COUNTY HIGHWAY V
DEFOREST, WI 53532",4905,,COUNTY HIGHWAY V,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,DEFOREST,2773
LICFDD-2022-00709,Active,Prost!,2023/06/30 05:00:00+00,Active,"401 E Washington AVE
Madison, WI 53703",401,E,Washington,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2774
LICFDD-2022-00712,Under Review,Tacos El Capi,2022/06/30 05:00:00+00,Pending,"2810 E Washington AVE
Madison, WI 53704",2810,E,Washington,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2775
LICFDD-2022-00715,Under Review,Hawaii Poke Bowl,2022/06/30 05:00:00+00,Pending,"6611 McKee RD
Madison, WI 53719",6611,,McKee,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2776
LICFDD-2022-00716,Active,La Oaxaqueña Grocery Store - Restaurant Bar,2023/06/30 05:00:00+00,Active,"111 W MAIN ST
MARSHALL, WI 53529",111,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MARSHALL,2777
LICFDD-2022-00718,Under Review,Dave's Hot Chicken,2022/06/30 05:00:00+00,Pending,"4814 Annamark DR
Madison, WI 53704",4814,,Annamark,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2778
LICFDD-2022-00724,Active,Promega Corporation,2023/06/30 05:00:00+00,Active,"5520 NOBEL DR
FITCHBURG, WI 53711",5520,,NOBEL,DR,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,FITCHBURG,2779
LICFDD-2022-00728,Under Review,Trio Ramen,2022/06/30 05:00:00+00,Pending,"2831 PARMENTER ST
CITY OF MIDDLETON, WI 53532",2831,,PARMENTER,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF MIDDLETON,2780
LICFDD-2022-00732,Active,Hot Lunch,2023/06/30 05:00:00+00,Active,"708 E Johnson ST 1/4
Madison, WI 53703",708,E,Johnson,ST,1/4,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2781
LICFDD-2022-00738,Active,The Bubbling Teapot,2023/06/30 05:00:00+00,Active,"2611 E Johnson ST
Madison, WI 53704",2611,E,Johnson,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2782
LICFDD-2022-00739,Under Review,Whole Foods Market,2022/06/30 05:00:00+00,Pending,"4710 Madison Yards WAY
Madison, WI 53705",4710,,Madison Yards,WAY,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2783
LICFDD-2022-00741,Under Review,Muriel's Place/Off The Block,2022/06/30 05:00:00+00,Pending,"2844 E Washington AVE
Madison, WI 53704",2844,E,Washington,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2784
LICFDD-2022-00746,Well/Septic Insp Completed,Seven Acre Dairy Co,2022/06/30 05:00:00+00,Pending,"6858 PAOLI RD
BELLEVILLE, WI 53508",6858,,PAOLI,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,BELLEVILLE,2785
LICFDD-2022-00751,Under Review,Culver's Of Oregon,2022/06/30 05:00:00+00,Pending,"1075 PARK ST
OREGON, WI 53575",1075,,PARK,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,OREGON,2786
LICFDD-2022-00757,Active,Firefox Bakery,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2787
LICFDD-2022-00758,Active,Tartaria Juice Co,2023/06/30 05:00:00+00,Active,"417 State ST
Madison, WI 53703",417,,State,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2788
LICFDD-2022-00760,Active,The Smiling Coast Cuisine,2023/06/30 05:00:00+00,Active,"1219 N SHERMAN AVE
MADISON, WI 53704",1219,N,SHERMAN,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,2789
LICFDD-2022-00761,Under Review,Under The Hood Bakery,2022/06/30 05:00:00+00,Pending,"3140 EDMONTON DR 100
SUN PRAIRIE, WI 53590",3140,,EDMONTON,DR,100,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Base,SUN PRAIRIE,2790
LICFDD-2022-00762,Under Review,Starbucks Coffee,2022/06/30 05:00:00+00,Pending,"4886 COUNTY HIGHWAY V
DEFOREST, WI 53532",4886,,COUNTY HIGHWAY V,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,DEFOREST,2791
LICFDD-2022-00765,Active,Good Co,2023/06/30 05:00:00+00,Active,"3730 MANISTEE WAY
TOWN OF MIDDLETON, WI 53593",3730,,MANISTEE,WAY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,TOWN OF MIDDLETON,2792
LICFDD-2022-00766,Under Review,Ridgewood Pool,2022/06/30 05:00:00+00,Pending,"5109 Barton RD
Madison, WI 53711",5109,,Barton,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2793
LICFDD-2022-00772,Under Review,Black Cat Cafe And Gallery,2022/06/30 05:00:00+00,Pending,"183 W MAIN ST
STOUGHTON, WI 53589",183,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,STOUGHTON,2794
LICFDD-2022-00776,Under Review,Ew Mobil,2022/06/30 05:00:00+00,Pending,"3859 E Washington AVE
Madison, WI 53704",3859,E,Washington,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2795
LICFDD-2022-00778,Active,Young Blood Beer Company,2023/06/30 05:00:00+00,Active,"557 North ST
Madison, WI 53704",557,,North,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2796
LICFDD-2022-00779,Under Review,Ugly Apple Cafe,2022/06/30 05:00:00+00,Pending,"215 S Hamilton ST
Madison, WI 53703",215,S,Hamilton,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2797
LICFDD-2022-00781,Active,La Pollera Colombiana,2023/06/30 05:00:00+00,Active,"3579 E Washington AVE
Madison, WI 53704",3579,E,Washington,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2798
LICFDD-2022-00786,Active,Amara,2023/06/30 05:00:00+00,Active,"670 N Midvale BLVD
Madison, WI 53705",670,N,Midvale,BLVD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2799
LICFDD-2022-00787,Under Review,Sofis Ii,2022/06/30 05:00:00+00,Pending,"626 Langdon ST 100
Madison, WI 53703",626,,Langdon,ST,100,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2800
LICFDD-2022-00788,Under Review,Popper's Tea,2022/06/30 05:00:00+00,Pending,"66 West Towne MALL
Madison, WI 53719",66,,West Towne,MALL,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2801
LICFDD-2022-00790,Active,Little Sister Cookies,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,Madison,2802
LICFDD-2022-00791,Active,Little Sister Cookies,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Base,Madison,2803
LICFDD-2022-00792,Under Review,Grace Coffee Cottage Grove Llc,2022/06/30 05:00:00+00,Pending,"2515 GASTON RD
COTTAGE GROVE, WI 53527",2515,,GASTON,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,COTTAGE GROVE,2804
LICFDD-2022-00796,Active,Awi Sushi Express,2023/06/30 05:00:00+00,Active,"511 State ST
Madison, WI 53703",511,,State,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2805
LICFDD-2022-00798,Active,Door Creek Orchard,2023/06/30 05:00:00+00,Active,"3252 VILAS RD
COTTAGE GROVE, WI 53527",3252,,VILAS,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,COTTAGE GROVE,2806
LICFDD-2022-00800,Active,Travelin' Tom's Coffee Of Central Madison,2023/06/30 05:00:00+00,Active,"296 INVESTMENT CT
CITY OF VERONA, WI 53593",296,,INVESTMENT,CT,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,CITY OF VERONA,2807
LICFDD-2022-00801,Active,Tennessee Smoke Bbq,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,Madison,2808
LICFDD-2022-00802,Under Review,Tennessee Smoke Bbq,2022/06/30 05:00:00+00,Pending,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2809
LICFDD-2022-00805,Under Review,It's Good For You,2022/06/30 05:00:00+00,Pending,"521 N Sherman AVE
Madison, WI 53704",521,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2810
LICFDD-2022-00807,Under Review,Cafe Domestique,2022/06/30 05:00:00+00,Pending,"557 North ST
Madison, WI 53704",557,,North,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2811
LICFDD-2022-00808,Under Review,Ben Joe Food Llc,2022/06/30 05:00:00+00,Pending,"135 W MAIN ST
STOUGHTON, WI 53589",135,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,2812
LICFDD-2022-00810,Under Review,Pip Pop Pizza,2022/06/30 05:00:00+00,Pending,"1213 Springdale ST
VILLAGE OF MOUNT HOREB, WI",1213,,Springdale,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,VILLAGE OF MOUNT HOREB,2813
LICFDD-2022-00812,Active,Tlc Catering,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2814
LICFDD-2022-00814,Active,Bloom Bake Shop,2023/06/30 05:00:00+00,Active,"557 North ST
Madison, WI 53704",557,,North,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2815
LICFDD-2022-00815,Under Review,Staybridge Suites Madison East,2022/06/30 05:00:00+00,Pending,"3301 City View DR
Madison, WI 53718",3301,,City View,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2816
LICFDD-2022-00818,Under Review,Refuel Pantry - Deerfield,2022/06/30 05:00:00+00,Pending,"216 S MAIN ST
DEERFIELD, WI 53531",216,S,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,DEERFIELD,2817
LICFDD-2022-00824,Under Review,Fitchburg Hotel Group Llc,2022/06/30 05:00:00+00,Pending,"6275 NESBITT RD
CITY OF FITCHBURG, WI 53719",6275,,NESBITT,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF FITCHBURG,2818
LICFDD-2022-00825,Under Review,Caspian Grill,2022/06/30 05:00:00+00,Pending,"610 Junction RD
Madison, WI 53717",610,,Junction,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2819
LICFDD-2022-00826,Under Review,Bhb Leigh Investments,2022/06/30 05:00:00+00,Pending,"570 Junction RD
Madison, WI 53717",570,,Junction,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2820
LICFDD-2022-00828,Active,Mexsal Mobile,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,Madison,2821
LICFDD-2022-00829,Active,Mexsal Mobile,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2822
LICFDD-2022-00831,Active,Koi Market,2023/06/30 05:00:00+00,Active,"1403 Regent ST
Madison, WI 53711",1403,,Regent,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2823
LICFDD-2022-00833,Under Review,Driftless Social,2022/06/30 05:00:00+00,Pending,"128 E MAIN ST
MOUNT HOREB, WI 53572",128,E,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MOUNT HOREB,2824
LICFDD-2022-00835,Under Review,Mobil,2022/06/30 05:00:00+00,Pending,"3859 E Washington AVE
Madison, WI 53704",3859,E,Washington,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2825
LICFDD-2022-00837,Open,Ben Joe Food Llc,2022/06/30 05:00:00+00,Pending,"135 W MAIN ST
STOUGHTON, WI 53589",135,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,2826
LICFDD-2022-00838,Under Review,Nutkrack,2022/06/30 05:00:00+00,Pending,"2086 Atwood AVE
Madison, WI 53704",2086,,Atwood,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2827
LICFDD-2022-00839,Under Review,Mazo Mart,2022/06/30 05:00:00+00,Pending,"10 W COMMERCIAL ST
MAZOMANIE, WI 53560",10,W,COMMERCIAL,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MAZOMANIE,2828
LICFDD-2022-00845,Under Review,La Penca Mexican Restaurant,2022/06/30 05:00:00+00,Pending,"611 HOMETOWN CIR
CITY OF VERONA, WI 53593",611,,HOMETOWN,CIR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF VERONA,2829
LICFDD-2022-00847,Under Review,Under The Hood Bakery Llc,2022/06/30 05:00:00+00,Pending,"3140 EDMONTON DR
SUN PRAIRIE, WI 53590",3140,,EDMONTON,DR,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,SUN PRAIRIE,2830
LICFDD-2022-00848,Under Review,Bakery,2022/06/30 05:00:00+00,Pending,"1924 Fordem AVE
Madison, WI 53704",1924,,Fordem,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2831
LICFDD-2022-00849,Under Review,Jersey Mike's Subs,2022/06/30 05:00:00+00,Pending,"449 State ST B
Madison, WI 53703",449,,State,ST,B,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2832
